TransactionID,Item,ItemCategory1,ItemCategory2
4995,sliced cheese,fresh products,cheese
4996,frankfurter,meat and sausage,sausage
4996,tropical fruit,fruit and vegetables,fruit
4996,other vegetables,fruit and vegetables,vegetables
4996,rolls/buns,fresh products,bread and backed goods
4996,bottled water,drinks,non-alc. drinks
4996,soda,drinks,non-alc. drinks
4996,fruit/vegetable juice,drinks,non-alc. drinks
4996,salty snack,snacks and candies,snacks
4996,waffles,snacks and candies,long-life bakery products
4997,hamburger meat,meat and sausage,beef
4997,other vegetables,fruit and vegetables,vegetables
4997,pickled vegetables,canned food,canned fruit/vegetables
4998,white wine,drinks,wine
4999,packaged fruit/vegetables,fruit and vegetables,packaged fruit/vegetables
4999,pastry,fresh products,bread and backed goods
5000,specialty bar,snacks and candies,chocolate
5001,cat food,canned food,pet food/care
5001,misc. beverages,drinks,non-alc. drinks
5001,female sanitary products,perfumery,cosmetics
5002,finished products,meat and sausage,sausage
5002,turkey,meat and sausage,poultry
5002,grapes,fruit and vegetables,fruit
5002,onions,fruit and vegetables,vegetables
5002,other vegetables,fruit and vegetables,vegetables
5002,whole milk,fresh products,dairy produce
5002,butter milk,fresh products,dairy produce
5002,yogurt,fresh products,dairy produce
5002,whipped/sour cream,fresh products,dairy produce
5002,hard cheese,fresh products,cheese
5002,frozen vegetables,fresh products,frozen foods
5002,fruit/vegetable juice,drinks,non-alc. drinks
5002,napkins,perfumery,perfumery
5003,pork,meat and sausage,pork
5003,beef,meat and sausage,beef
5003,pip fruit,fruit and vegetables,fruit
5003,root vegetables,fruit and vegetables,vegetables
5003,whole milk,fresh products,dairy produce
5003,rice,processed food,staple foods
5003,newspapers,non-food,games/books/hobby
5004,pork,meat and sausage,pork
5004,tropical fruit,fruit and vegetables,fruit
5004,yogurt,fresh products,dairy produce
5004,frozen vegetables,fresh products,frozen foods
5004,rolls/buns,fresh products,bread and backed goods
5004,margarine,processed food,vinegar/oils
5004,spices,processed food,condiments
5005,root vegetables,fruit and vegetables,vegetables
5005,herbs,fruit and vegetables,vegetables
5005,other vegetables,fruit and vegetables,vegetables
5006,tropical fruit,fruit and vegetables,fruit
5006,rolls/buns,fresh products,bread and backed goods
5006,misc. beverages,drinks,non-alc. drinks
5007,pork,meat and sausage,pork
5007,whole milk,fresh products,dairy produce
5007,rolls/buns,fresh products,bread and backed goods
5007,detergent,detergent,detergent/softener
5007,hygiene articles,perfumery,perfumery
5007,napkins,perfumery,perfumery
5008,bottled beer,drinks,beer
5009,whole milk,fresh products,dairy produce
5009,white bread,fresh products,bread and backed goods
5010,butter milk,fresh products,dairy produce
5011,sausage,meat and sausage,sausage
5011,meat,meat and sausage,sausage
5011,rolls/buns,fresh products,bread and backed goods
5011,brown bread,fresh products,bread and backed goods
5011,meat spreads,canned food,meat spreads
5011,soda,drinks,non-alc. drinks
5011,canned beer,drinks,beer
5011,shopping bags,non-food,bags
5012,whole milk,fresh products,dairy produce
5012,butter,fresh products,dairy produce
5012,sugar,processed food,sweetener
5013,whole milk,fresh products,dairy produce
5013,bottled water,drinks,non-alc. drinks
5013,soda,drinks,non-alc. drinks
5013,chewing gum,snacks and candies,chewing gum
5014,misc. beverages,drinks,non-alc. drinks
5015,waffles,snacks and candies,long-life bakery products
5016,hamburger meat,meat and sausage,beef
5016,whipped/sour cream,fresh products,dairy produce
5016,cream cheese,fresh products,cheese
5016,rolls/buns,fresh products,bread and backed goods
5016,pasta,processed food,staple foods
5016,canned fish,canned food,canned fish
5016,popcorn,snacks and candies,snacks
5017,white wine,drinks,wine
5018,canned beer,drinks,beer
5019,frankfurter,meat and sausage,sausage
5019,chicken,meat and sausage,poultry
5019,hamburger meat,meat and sausage,beef
5019,other vegetables,fruit and vegetables,vegetables
5019,dessert,fresh products,dairy produce
5019,UHT-milk,fresh products,shelf-stable dairy
5019,oil,processed food,vinegar/oils
5019,canned vegetables,canned food,canned fruit/vegetables
5019,cake bar,snacks and candies,long-life bakery products
5020,root vegetables,fruit and vegetables,vegetables
5020,dog food,canned food,pet food/care
5020,bottled water,drinks,non-alc. drinks
5021,ice cream,fresh products,frozen foods
5021,sparkling wine,drinks,wine
5022,processed cheese,fresh products,cheese
5022,soda,drinks,non-alc. drinks
5022,bottled beer,drinks,beer
5022,liquor,drinks,hard drinks
5022,red/blush wine,drinks,wine
5022,napkins,perfumery,perfumery
5023,tropical fruit,fruit and vegetables,fruit
5023,seasonal products,snacks and candies,seasonal products
5024,ham,meat and sausage,sausage
5024,citrus fruit,fruit and vegetables,fruit
5024,tropical fruit,fruit and vegetables,fruit
5024,pip fruit,fruit and vegetables,fruit
5024,processed cheese,fresh products,cheese
5024,white bread,fresh products,bread and backed goods
5024,shopping bags,non-food,bags
5025,sausage,meat and sausage,sausage
5025,hamburger meat,meat and sausage,beef
5025,pip fruit,fruit and vegetables,fruit
5025,root vegetables,fruit and vegetables,vegetables
5025,whole milk,fresh products,dairy produce
5025,chocolate,snacks and candies,chocolate
5026,other vegetables,fruit and vegetables,vegetables
5027,coffee,drinks,coffee
5028,pip fruit,fruit and vegetables,fruit
5028,other vegetables,fruit and vegetables,vegetables
5028,butter milk,fresh products,dairy produce
5028,hard cheese,fresh products,cheese
5028,rolls/buns,fresh products,bread and backed goods
5028,seasonal products,snacks and candies,seasonal products
5028,napkins,perfumery,perfumery
5029,whole milk,fresh products,dairy produce
5029,butter,fresh products,dairy produce
5029,soda,drinks,non-alc. drinks
5029,chocolate,snacks and candies,chocolate
5030,soda,drinks,non-alc. drinks
5030,waffles,snacks and candies,long-life bakery products
5031,whole milk,fresh products,dairy produce
5032,beverages,fresh products,dairy produce
5032,photo/film,non-food,games/books/hobby
5033,hygiene articles,perfumery,perfumery
5033,photo/film,non-food,games/books/hobby
5034,pork,meat and sausage,pork
5034,other vegetables,fruit and vegetables,vegetables
5034,whole milk,fresh products,dairy produce
5034,rolls/buns,fresh products,bread and backed goods
5034,semi-finished bread,fresh products,bread and backed goods
5034,artif. sweetener,processed food,sweetener
5034,fruit/vegetable juice,drinks,non-alc. drinks
5034,cake bar,snacks and candies,long-life bakery products
5034,specialty bar,snacks and candies,chocolate
5034,skin care,perfumery,cosmetics
5035,salty snack,snacks and candies,snacks
5036,pip fruit,fruit and vegetables,fruit
5036,canned beer,drinks,beer
5036,shopping bags,non-food,bags
5037,dessert,fresh products,dairy produce
5037,spread cheese,fresh products,cheese
5037,rolls/buns,fresh products,bread and backed goods
5037,brown bread,fresh products,bread and backed goods
5037,soda,drinks,non-alc. drinks
5037,canned beer,drinks,beer
5037,newspapers,non-food,games/books/hobby
5038,white wine,drinks,wine
5039,instant coffee,drinks,coffee
5039,canned beer,drinks,beer
5040,pastry,fresh products,bread and backed goods
5040,bottled water,drinks,non-alc. drinks
5040,specialty chocolate,snacks and candies,chocolate
5041,canned beer,drinks,beer
5042,sausage,meat and sausage,sausage
5042,meat,meat and sausage,sausage
5042,bottled water,drinks,non-alc. drinks
5043,rolls/buns,fresh products,bread and backed goods
5043,pickled vegetables,canned food,canned fruit/vegetables
5044,dog food,canned food,pet food/care
5044,canned beer,drinks,beer
5045,chicken,meat and sausage,poultry
5045,root vegetables,fruit and vegetables,vegetables
5045,whole milk,fresh products,dairy produce
5045,rolls/buns,fresh products,bread and backed goods
5045,pasta,processed food,staple foods
5045,newspapers,non-food,games/books/hobby
5046,soda,drinks,non-alc. drinks
5047,instant coffee,drinks,coffee
5047,long life bakery product,snacks and candies,long-life bakery products
5048,whole milk,fresh products,dairy produce
5048,sugar,processed food,sweetener
5048,bottled water,drinks,non-alc. drinks
5048,bottled beer,drinks,beer
5049,citrus fruit,fruit and vegetables,fruit
5049,tropical fruit,fruit and vegetables,fruit
5049,root vegetables,fruit and vegetables,vegetables
5049,other vegetables,fruit and vegetables,vegetables
5049,whole milk,fresh products,dairy produce
5049,butter,fresh products,dairy produce
5049,yogurt,fresh products,dairy produce
5049,soft cheese,fresh products,cheese
5049,cream cheese,fresh products,cheese
5049,domestic eggs,fresh products,eggs
5049,white bread,fresh products,bread and backed goods
5049,margarine,processed food,vinegar/oils
5049,coffee,drinks,coffee
5049,waffles,snacks and candies,long-life bakery products
5049,specialty bar,snacks and candies,chocolate
5049,chocolate marshmallow,snacks and candies,chocolate
5050,liver loaf,meat and sausage,sausage
5050,tropical fruit,fruit and vegetables,fruit
5050,other vegetables,fruit and vegetables,vegetables
5051,sausage,meat and sausage,sausage
5051,whole milk,fresh products,dairy produce
5052,finished products,meat and sausage,sausage
5052,beef,meat and sausage,beef
5052,pip fruit,fruit and vegetables,fruit
5052,root vegetables,fruit and vegetables,vegetables
5052,bottled water,drinks,non-alc. drinks
5052,shopping bags,non-food,bags
5053,canned beer,drinks,beer
5054,ham,meat and sausage,sausage
5054,processed cheese,fresh products,cheese
5054,rolls/buns,fresh products,bread and backed goods
5054,white bread,fresh products,bread and backed goods
5054,fruit/vegetable juice,drinks,non-alc. drinks
5054,canned beer,drinks,beer
5054,long life bakery product,snacks and candies,long-life bakery products
5054,waffles,snacks and candies,long-life bakery products
5054,chocolate,snacks and candies,chocolate
5054,specialty bar,snacks and candies,chocolate
5055,soda,drinks,non-alc. drinks
5056,pastry,fresh products,bread and backed goods
5056,semi-finished bread,fresh products,bread and backed goods
5056,coffee,drinks,coffee
5056,bottled water,drinks,non-alc. drinks
5056,misc. beverages,drinks,non-alc. drinks
5057,tropical fruit,fruit and vegetables,fruit
5057,pip fruit,fruit and vegetables,fruit
5057,grapes,fruit and vegetables,fruit
5057,semi-finished bread,fresh products,bread and backed goods
5057,bottled water,drinks,non-alc. drinks
5057,soda,drinks,non-alc. drinks
5057,chewing gum,snacks and candies,chewing gum
5058,citrus fruit,fruit and vegetables,fruit
5058,tropical fruit,fruit and vegetables,fruit
5058,yogurt,fresh products,dairy produce
5058,UHT-milk,fresh products,shelf-stable dairy
5058,pastry,fresh products,bread and backed goods
5059,pip fruit,fruit and vegetables,fruit
5060,yogurt,fresh products,dairy produce
5061,root vegetables,fruit and vegetables,vegetables
5061,whole milk,fresh products,dairy produce
5061,hard cheese,fresh products,cheese
5061,specialty cheese,fresh products,cheese
5062,waffles,snacks and candies,long-life bakery products
5062,specialty chocolate,snacks and candies,chocolate
5063,sausage,meat and sausage,sausage
5063,whole milk,fresh products,dairy produce
5063,yogurt,fresh products,dairy produce
5063,whipped/sour cream,fresh products,dairy produce
5063,pastry,fresh products,bread and backed goods
5063,fruit/vegetable juice,drinks,non-alc. drinks
5063,candy,snacks and candies,candy
5064,soda,drinks,non-alc. drinks
5065,soda,drinks,non-alc. drinks
5065,specialty bar,snacks and candies,chocolate
5066,whole milk,fresh products,dairy produce
5067,sausage,meat and sausage,sausage
5067,tropical fruit,fruit and vegetables,fruit
5067,root vegetables,fruit and vegetables,vegetables
5067,onions,fruit and vegetables,vegetables
5067,other vegetables,fruit and vegetables,vegetables
5067,whole milk,fresh products,dairy produce
5067,white bread,fresh products,bread and backed goods
5067,chewing gum,snacks and candies,chewing gum
5068,sausage,meat and sausage,sausage
5068,meat,meat and sausage,sausage
5068,yogurt,fresh products,dairy produce
5069,whole milk,fresh products,dairy produce
5069,margarine,processed food,vinegar/oils
5069,soda,drinks,non-alc. drinks
5070,pork,meat and sausage,pork
5070,citrus fruit,fruit and vegetables,fruit
5070,other vegetables,fruit and vegetables,vegetables
5070,dessert,fresh products,dairy produce
5070,yogurt,fresh products,dairy produce
5071,whole milk,fresh products,dairy produce
5071,domestic eggs,fresh products,eggs
5071,rolls/buns,fresh products,bread and backed goods
5071,fruit/vegetable juice,drinks,non-alc. drinks
5072,whole milk,fresh products,dairy produce
5072,brown bread,fresh products,bread and backed goods
5073,rolls/buns,fresh products,bread and backed goods
5073,pastry,fresh products,bread and backed goods
5073,mustard,processed food,condiments
5073,soda,drinks,non-alc. drinks
5073,cake bar,snacks and candies,long-life bakery products
5074,whole milk,fresh products,dairy produce
5074,bottled beer,drinks,beer
5075,whisky,drinks,hard drinks
5076,newspapers,non-food,games/books/hobby
5077,rubbing alcohol,perfumery,personal hygiene
5078,ham,meat and sausage,sausage
5078,tropical fruit,fruit and vegetables,fruit
5078,other vegetables,fruit and vegetables,vegetables
5078,whole milk,fresh products,dairy produce
5078,yogurt,fresh products,dairy produce
5078,curd cheese,fresh products,cheese
5078,rolls/buns,fresh products,bread and backed goods
5078,flour,processed food,staple foods
5078,margarine,processed food,vinegar/oils
5078,hygiene articles,perfumery,perfumery
5078,shopping bags,non-food,bags
5079,sausage,meat and sausage,sausage
5079,butter,fresh products,dairy produce
5079,hard cheese,fresh products,cheese
5079,domestic eggs,fresh products,eggs
5080,bottled beer,drinks,beer
5081,pork,meat and sausage,pork
5081,tropical fruit,fruit and vegetables,fruit
5081,whole milk,fresh products,dairy produce
5081,domestic eggs,fresh products,eggs
5082,specialty chocolate,snacks and candies,chocolate
5083,frankfurter,meat and sausage,sausage
5083,tropical fruit,fruit and vegetables,fruit
5083,root vegetables,fruit and vegetables,vegetables
5083,whole milk,fresh products,dairy produce
5083,sugar,processed food,sweetener
